order_item_id,order_id,product_id,quantity,unit_price,discount_pct
245,177,45,1,36.23,1.8
246,178,53,1,102.36,12.1
247,179,31,1,87.05,8.7
248,180,58,2,39.07,9.1
249,181,63,1,22.8,0.1
250,182,47,1,65.15,3.6
251,183,44,2,92.63,8.6
252,184,18,1,62.32,5.4
253,184,46,1,38.01,0.0
254,184,35,1,20.53,3.0
255,185,37,1,103.05,4.7
256,185,52,1,56.29,0.0
257,186,13,1,93.11,5.7
258,187,22,2,90.91,3.4
259,187,62,1,27.15,0.0
260,188,55,1,31.87,3.2
261,189,39,1,51.85,5.7
262,190,31,1,94.97,0.4
263,190,66,1,42.98,0.0
264,191,7,2,94.99,7.5
265,192,7,1,94.81,7.7
266,192,57,1,52.84,4.1
267,193,15,2,38.1,0.0
268,193,38,1,23.13,0.0
269,194,55,3,29.61,10.1
270,195,48,1,53.45,3.6
271,196,18,1,65.9,0.0
272,197,53,1,113.77,2.3
273,198,64,1,48.14,4.4
274,199,9,1,71.57,0.1
275,200,36,1,41.66,0.5
276,201,55,1,29.56,10.2
277,201,30,1,26.43,12.6
278,202,8,1,63.85,0.2
279,203,20,1,44.43,5.3
280,204,7,1,91.52,10.9
281,204,38,1,20.69,10.6
282,205,46,2,37.8,0.5
283,205,47,1,67.6,0.0
284,206,40,1,89.89,0.7
285,207,12,1,147.67,0.0
286,207,4,2,116.39,0.2
287,208,51,1,132.04,0.0
288,208,38,1,23.13,0.0
289,209,7,1,91.22,11.2
290,210,27,2,104.81,9.4
291,211,21,1,72.66,4.8
292,211,61,1,88.14,2.5
293,211,53,1,114.94,1.3
294,212,13,1,98.72,0.0
295,212,57,1,55.12,0.0
296,213,13,1,90.06,8.8
297,213,29,3,68.85,6.0
298,214,25,1,83.48,3.9
299,215,20,1,42.93,8.5
300,216,61,1,87.11,3.6
301,216,8,1,59.64,6.7
302,217,57,1,50.87,7.7
303,217,43,1,17.45,3.2
304,218,53,1,105.34,9.6
305,218,18,1,63.95,3.0
306,219,9,1,69.58,2.9
307,219,47,2,64.16,5.1
308,220,50,1,36.39,0.0
309,221,62,1,27.15,0.0
310,221,3,1,33.32,0.0
311,221,48,2,52.14,6.0
312,222,53,1,111.7,4.1
313,223,32,1,73.0,19.8
314,224,62,1,26.83,1.2
315,225,58,1,42.48,1.1
316,225,25,1,82.99,4.5
317,225,3,1,31.7,4.9
318,226,1,1,100.64,5.5
319,226,3,1,30.95,7.1
320,227,8,1,63.07,1.4
321,228,53,1,112.12,3.7
322,229,34,1,78.12,0.3
323,229,58,1,42.75,0.5
324,230,51,1,131.34,0.5
325,230,25,1,79.94,8.0
326,231,27,1,104.34,9.8
327,232,11,1,100.08,1.8
328,233,6,2,67.16,3.4
329,233,60,3,68.42,4.0
330,234,50,1,36.39,0.0
331,235,33,1,93.81,0.0
332,235,3,1,29.26,12.2
333,236,60,1,71.27,0.0
334,237,37,2,108.1,0.0
335,238,60,1,71.27,0.0
336,239,4,1,105.48,9.5
337,239,54,1,61.97,5.5
338,240,40,1,84.88,6.2
339,241,1,1,103.71,2.6
340,241,29,1,73.22,0.0
341,242,60,1,70.26,1.4
342,243,33,1,88.79,5.3
343,244,4,2,115.6,0.8
344,244,51,1,131.19,0.6
345,245,43,3,17.27,4.1
346,246,36,1,41.46,1.0
347,247,11,1,101.87,0.0
348,248,43,1,18.02,0.0
349,249,18,1,56.82,13.8
350,249,8,1,63.0,1.5
351,250,36,1,41.88,0.0
352,250,37,1,101.53,6.1
353,251,32,1,91.06,0.0
354,251,50,1,36.39,0.0
355,252,38,1,20.91,9.6
356,253,8,1,63.95,0.0
357,253,43,2,18.02,0.0
358,254,27,1,111.3,3.8
359,255,46,1,36.88,3.0
360,255,11,2,101.65,0.2
361,256,50,1,35.11,3.5
362,256,31,3,95.34,0.0
363,257,24,1,56.12,5.1
364,257,4,1,114.73,1.6
365,258,2,1,125.51,0.2
366,258,13,3,93.77,5.0
367,258,63,1,21.81,4.4
368,259,56,1,59.1,8.7
369,259,15,1,33.84,11.2
370,260,11,1,91.85,9.8
371,261,59,1,110.73,2.9
372,262,46,1,38.01,0.0
373,263,57,1,54.99,0.2
374,264,60,1,71.27,0.0
375,264,20,1,43.06,8.2
376,265,6,1,62.48,10.1
377,266,45,1,35.84,2.8
378,266,61,3,89.0,1.5
379,267,8,1,63.95,0.0
380,268,38,1,22.64,2.1
381,268,2,1,125.74,0.0
382,269,2,1,125.72,0.0
383,270,31,1,87.46,8.3
384,271,40,1,90.53,0.0
385,272,8,1,62.83,1.7
386,273,7,1,90.57,11.8
387,274,34,1,78.34,0.0
388,275,14,1,60.46,2.9
389,276,14,1,57.42,7.8
390,277,16,1,119.2,1.0
391,278,20,2,42.02,10.4
392,278,9,1,70.72,1.3
393,279,4,1,111.95,4.0
394,280,53,1,115.09,1.2
395,281,64,1,48.27,4.1
396,281,34,1,78.34,0.0
397,282,28,1,104.08,4.8
398,282,31,1,92.04,3.5
399,283,13,1,94.76,4.0
400,284,53,1,104.69,10.1
401,284,10,1,106.43,11.0
402,285,14,1,62.3,0.0
403,286,10,2,119.54,0.0
404,286,6,1,63.32,8.9
405,287,49,1,48.47,7.8
406,288,43,1,17.51,2.8
407,289,32,1,90.36,0.8
408,290,6,1,68.82,1.0
409,291,26,1,31.98,8.8
410,292,35,1,21.07,0.5
411,292,7,1,81.91,20.2
412,293,47,1,66.2,2.1
413,294,16,1,112.41,6.7
414,295,33,1,86.67,7.6
415,296,50,1,35.52,2.4
416,296,56,1,62.14,4.0
417,297,48,2,55.44,0.0
418,298,21,1,68.15,10.7
419,298,32,1,91.06,0.0
420,299,61,3,88.16,2.4
421,299,55,1,32.26,2.1
422,300,3,1,32.65,2.0
423,301,39,1,54.99,0.0
424,302,46,1,37.97,0.1
425,303,52,2,55.1,2.1
426,304,38,1,22.98,0.6
427,305,26,1,35.05,0.0
428,306,8,1,61.57,3.7
429,307,58,1,41.86,2.6
430,308,39,1,53.97,1.9
431,308,61,2,90.36,0.0
432,309,14,1,62.3,0.0
433,309,36,2,39.22,6.4
434,310,48,1,52.39,5.5
435,311,45,1,36.74,0.4
436,311,53,2,116.49,0.0
437,312,35,1,21.17,0.0
438,313,34,1,67.25,14.2
439,313,33,1,84.89,9.5
440,314,5,1,31.48,3.1
441,315,37,1,101.15,6.4
442,316,61,1,90.36,0.0
443,317,30,1,30.24,0.0
444,317,15,1,37.17,2.4
445,318,27,1,111.95,3.3
446,319,45,3,36.34,1.5
447,320,44,3,93.37,7.8
448,321,27,1,111.63,3.5
449,322,48,1,51.26,7.5
450,323,1,1,105.95,0.5
451,323,58,1,42.97,0.0
452,324,35,1,21.17,0.0
453,325,41,1,84.43,9.1
454,325,59,1,111.97,1.8
455,326,62,2,27.15,0.0
456,326,58,1,39.09,9.0
457,327,15,1,36.65,3.8
458,327,57,1,52.6,4.6
459,328,39,1,49.51,10.0
460,329,37,1,104.98,2.9
461,330,21,2,65.2,14.5
462,331,38,1,20.46,11.5
463,332,30,1,26.54,12.2
464,333,59,2,109.89,3.6
465,334,47,1,65.4,3.3
466,335,66,1,42.98,0.0
467,336,65,2,29.3,5.3
468,337,17,3,51.26,4.8
469,338,43,1,18.02,0.0
470,339,42,1,89.94,11.4
471,339,28,1,108.06,1.1
472,340,21,1,70.98,7.0
473,340,41,2,88.63,4.6
474,341,49,2,46.37,11.8
475,342,37,2,108.1,0.0
476,343,63,1,21.75,4.7
477,344,20,1,41.63,11.2
478,344,43,1,17.2,4.6
479,345,25,1,86.89,0.0
480,345,48,1,48.92,11.8
481,346,4,1,103.26,11.4
482,346,17,1,53.47,0.7
483,346,46,1,38.01,0.0
484,347,35,2,19.12,9.7
485,348,62,1,26.03,4.1
486,348,31,1,92.91,2.6
487,349,36,1,37.56,10.3
488,350,18,2,63.39,3.8
489,351,40,2,90.53,0.0
490,352,8,2,56.81,11.2
491,353,10,1,115.58,3.3
492,354,53,1,108.96,6.5
493,355,19,1,31.72,3.8
494,356,46,2,38.01,0.0
495,356,29,1,73.22,0.0
496,357,16,1,118.65,1.5
497,357,23,1,116.35,7.9
498,358,24,1,58.61,1.0
499,359,20,1,45.22,3.6
500,360,46,1,35.84,5.7
501,361,21,1,72.19,5.4
502,362,61,1,86.34,4.4
503,363,51,1,132.04,0.0
504,364,19,1,31.5,4.4
505,364,60,1,71.27,0.0
506,365,57,1,51.66,6.3
507,366,10,1,110.82,7.3
508,367,33,1,90.03,4.0
509,368,22,1,94.09,0.0
510,368,61,1,80.42,11.0
511,369,65,2,27.78,10.2
512,370,37,2,103.32,4.4
513,371,5,1,32.48,0.0
514,371,64,1,48.17,4.3
515,372,24,1,55.14,6.8
516,372,3,1,30.83,7.5
517,373,26,1,32.8,6.4
518,374,33,1,86.82,7.5
519,375,30,1,28.87,4.5
520,376,57,1,54.32,1.5
521,377,29,2,73.22,0.0
522,378,54,2,62.78,4.3
523,379,34,1,67.58,13.7
524,380,60,1,66.73,6.4
525,380,50,1,36.39,0.0
526,381,37,1,104.59,3.2
527,381,29,1,73.22,0.0
528,382,12,1,134.1,9.2
529,383,43,1,16.6,7.9
530,383,41,1,92.93,0.0
531,384,1,2,97.09,8.8
532,385,31,1,95.34,0.0
533,385,35,1,20.26,4.3
534,386,4,1,111.21,4.6
535,387,38,1,21.9,5.3
536,388,58,1,41.88,2.5
537,389,50,3,33.65,7.5
538,390,35,1,19.6,7.4
539,391,21,1,75.82,0.6
540,392,45,1,34.75,5.8
541,393,53,1,111.92,3.9
542,393,46,1,34.32,9.7
543,394,23,1,118.66,6.1
544,395,50,1,36.39,0.0
545,396,44,2,93.86,7.3
546,397,5,1,31.46,3.1
547,398,54,1,64.91,1.0
548,399,41,1,92.93,0.0
549,399,47,1,63.21,6.5
550,400,47,1,64.41,4.7
551,400,44,1,97.39,3.9
552,401,52,1,54.54,3.1
553,401,54,1,62.25,5.1
554,402,10,1,102.07,14.6
555,403,42,1,101.51,0.0
556,404,31,1,95.34,0.0
557,404,51,1,121.02,8.3
558,405,61,3,90.36,0.0
559,405,41,1,82.27,11.5
560,406,59,1,106.11,6.9
561,407,43,1,15.52,13.9
562,408,42,1,90.19,11.2
563,408,2,1,106.28,15.5
564,409,53,1,104.25,10.5
565,410,64,1,45.68,9.2
566,411,22,1,94.09,0.0
567,411,41,1,87.36,6.0
568,411,37,1,108.1,0.0
569,412,22,1,81.89,13.0
570,413,26,2,32.39,7.6
571,413,3,1,33.32,0.0
572,414,66,1,41.75,2.9
573,415,30,1,29.95,0.9
574,416,65,2,30.31,2.0
575,417,3,1,32.34,3.0
576,417,6,1,66.13,4.9
577,418,66,2,42.98,0.0
578,418,19,1,32.96,0.0
579,418,38,1,22.06,4.6
580,419,37,1,102.84,4.9
581,419,38,1,21.98,5.0
582,420,33,1,91.86,2.1
583,420,53,1,114.79,1.5
584,420,2,2,110.69,12.0
585,421,40,1,84.27,6.9
586,421,10,1,112.26,6.1
587,422,54,1,61.43,6.3
588,423,41,1,84.22,9.4
589,424,3,1,31.41,5.7
590,425,46,1,38.01,0.0
591,426,39,1,53.37,2.9
592,427,34,1,70.69,9.8
593,428,5,1,31.74,2.3
594,429,23,1,113.01,10.5
595,429,10,1,105.49,11.7
596,430,27,1,109.14,5.7
597,431,47,1,67.6,0.0
598,432,45,1,35.97,2.5
599,433,50,1,35.01,3.8
600,434,47,1,65.16,3.6
601,435,49,1,52.44,0.3
602,436,23,1,111.46,11.8
603,436,24,1,58.43,1.2
604,437,35,1,20.84,1.5
605,437,15,1,38.1,0.0
606,438,6,1,66.5,4.4
607,439,28,1,95.96,12.2
608,439,5,1,32.48,0.0
609,440,47,1,61.14,9.6
610,440,29,1,67.66,7.6
611,441,16,1,119.29,1.0
612,442,16,1,103.43,14.1
613,442,15,1,32.96,13.5
614,443,29,1,68.92,5.9
615,444,34,1,78.34,0.0
616,444,33,1,83.56,10.9
617,445,16,1,120.44,0.0
618,446,24,1,53.13,10.2
619,446,7,3,95.86,6.7
620,447,14,1,62.3,0.0
621,448,8,1,62.15,2.8
622,449,42,1,93.13,8.3
623,450,20,1,44.07,6.0
624,451,52,1,56.29,0.0
625,451,21,1,65.85,13.7
626,452,27,1,107.17,7.4
627,453,19,1,31.58,4.2
628,454,13,1,93.12,5.7
629,455,14,2,62.3,0.0
630,455,62,2,24.68,9.1
631,456,64,1,46.88,6.9
632,457,46,1,37.13,2.3
633,458,8,1,57.54,10.0
634,458,37,1,96.7,10.5
635,459,42,2,88.76,12.6
636,459,59,1,112.08,1.7
637,459,61,2,82.62,8.6
638,460,23,1,113.76,9.9
639,461,4,3,100.05,14.2
640,462,18,1,65.9,0.0
641,463,6,1,66.0,5.1
642,463,60,1,70.68,0.8
643,464,48,1,55.14,0.5
644,465,57,1,49.09,10.9
645,466,3,1,31.55,5.3
646,466,47,1,67.6,0.0
647,467,5,1,28.4,12.6
648,468,24,1,56.13,5.1
649,468,45,1,35.14,4.7
650,468,46,1,34.37,9.6
651,469,5,1,30.87,5.0
652,470,7,1,90.75,11.6
653,471,7,1,102.7,0.0
654,471,48,2,53.84,2.9
655,472,42,1,101.51,0.0
656,472,29,2,72.12,1.5
657,473,56,1,60.86,6.0
658,474,43,3,18.02,0.0
659,474,18,1,61.11,7.3
660,475,52,2,56.06,0.4
661,476,5,2,30.36,6.5
662,477,60,1,64.71,9.2
663,478,57,1,53.14,3.6
664,479,27,1,108.3,6.4
665,479,45,1,35.69,3.2
666,480,9,1,71.64,0.0
667,481,21,1,75.08,1.6
668,482,59,1,104.23,8.6
669,483,29,1,71.83,1.9
670,483,21,1,76.3,0.0
671,484,20,1,43.22,7.8
672,485,11,1,97.84,4.0
673,486,14,1,58.93,5.4
674,486,37,1,97.02,10.3
675,487,12,1,146.97,0.5
676,488,42,1,96.57,4.9
677,489,23,1,113.82,9.9
678,489,66,1,39.07,9.1
679,490,18,1,59.81,9.2
680,490,38,1,23.13,0.0
681,491,25,1,86.89,0.0
682,492,65,1,30.93,0.0
683,493,30,1,27.26,9.9
684,494,64,1,49.42,1.8
685,494,44,1,101.29,0.0
686,495,54,1,61.63,6.0
687,495,22,1,94.09,0.0
688,496,3,1,31.4,5.7
689,496,60,1,71.27,0.0
690,497,28,2,87.39,20.0
691,498,36,1,40.39,3.6
692,499,39,1,54.99,0.0
693,500,39,1,54.99,0.0
694,500,30,1,29.36,2.9
695,500,57,2,53.86,2.3
696,501,22,1,94.09,0.0
697,502,28,1,100.87,7.7
698,503,49,1,52.58,0.0
699,504,62,2,27.15,0.0
700,505,41,1,89.93,3.2
701,505,47,1,67.6,0.0
702,506,55,1,32.54,1.2
703,507,12,1,144.17,2.4
704,508,24,1,57.87,2.2
705,509,3,1,31.55,5.3
706,510,7,1,101.02,1.6
707,511,23,1,110.04,12.9
708,512,19,1,32.96,0.0
709,513,54,1,65.58,0.0
710,514,53,1,113.06,2.9
711,514,55,1,30.21,8.3
712,515,35,1,20.08,5.1
713,516,64,1,47.71,5.2
714,517,11,1,91.93,9.8
715,517,2,1,103.35,17.8
716,517,14,1,61.85,0.7
717,518,11,1,101.87,0.0
718,518,27,1,115.72,0.0
719,519,59,1,110.71,2.9
720,520,57,2,50.91,7.6
721,520,35,1,21.15,0.1
722,521,7,1,102.6,0.1
723,521,22,1,93.6,0.5
724,522,21,1,76.3,0.0
725,523,15,1,37.77,0.9
726,523,34,1,76.41,2.5
727,524,49,1,51.44,2.2
728,525,40,2,78.67,13.1
729,525,15,1,37.63,1.2
730,526,2,1,121.15,3.6
731,527,11,1,97.0,4.8
732,528,17,1,50.17,6.8
733,528,61,1,86.9,3.8
734,529,55,1,29.89,9.3
735,529,31,1,95.22,0.1
736,530,35,1,20.38,3.7
737,531,31,1,95.34,0.0
738,532,47,1,63.39,6.2
739,533,52,1,55.5,1.4
740,533,13,1,92.62,6.2
741,534,50,1,35.18,3.3
742,535,19,1,29.68,9.9
743,536,43,1,14.88,17.4
744,537,52,1,56.29,0.0
745,538,44,1,101.29,0.0
746,539,39,1,54.99,0.0
747,540,49,1,52.58,0.0
748,541,34,1,75.5,3.6
749,542,18,1,62.67,4.9
750,543,27,1,111.41,3.7
751,544,62,1,24.74,8.9
752,544,33,1,93.81,0.0
753,545,24,1,50.41,14.8
754,545,26,1,35.05,0.0
755,545,5,1,30.49,6.1
756,546,52,1,50.69,10.0
757,547,20,1,43.28,7.7
758,548,38,1,22.21,4.0
759,549,35,1,19.51,7.8
760,549,29,1,73.22,0.0
761,550,54,1,62.18,5.2
762,551,58,1,39.45,8.2
763,551,28,1,105.2,3.7
764,552,56,2,58.61,9.4
765,552,35,1,20.34,3.9
766,553,48,2,49.45,10.8
767,553,20,2,44.45,5.2
768,554,39,1,54.99,0.0
769,555,50,1,36.02,1.0
770,556,35,1,18.84,11.0
771,557,37,1,107.62,0.4
772,558,30,1,28.06,7.2
773,558,20,1,44.73,4.6
774,559,46,1,34.96,8.0
775,559,13,1,94.45,4.3
776,560,51,2,126.53,4.2
777,561,53,1,101.3,13.0
778,562,37,1,108.1,0.0
779,562,29,1,71.27,2.7
780,563,9,1,61.75,13.8
781,563,26,1,31.45,10.3
782,564,26,1,35.05,0.0
783,565,40,1,87.92,2.9
784,566,12,1,140.97,4.5
785,567,12,1,138.61,6.1
786,568,46,1,36.64,3.6
787,569,63,1,21.92,3.9
788,569,10,1,119.54,0.0
789,570,43,1,18.02,0.0
790,571,10,1,110.04,7.9
791,572,57,1,55.12,0.0
792,572,4,1,111.27,4.6
793,573,23,1,114.45,9.4
794,574,7,1,99.35,3.3
795,575,50,1,33.96,6.7
796,575,21,1,67.33,11.8
797,576,26,2,33.79,3.6
798,577,45,1,36.83,0.2
799,578,40,1,84.02,7.2
800,578,50,1,32.61,10.4
801,579,5,1,29.45,9.3
802,579,37,1,108.1,0.0
803,580,50,1,35.34,2.9
804,581,46,1,36.46,4.1
805,582,41,1,89.79,3.4
806,583,39,1,51.79,5.8
807,583,65,1,30.93,0.0
808,584,60,2,67.53,5.3
809,585,19,1,28.13,14.6
810,586,66,1,38.51,10.4
811,586,35,1,21.17,0.0
812,587,4,1,105.9,9.2
813,588,28,1,103.36,5.4
814,589,14,1,55.8,10.4
815,590,57,1,55.06,0.1
816,590,3,1,32.04,3.8
817,591,54,1,64.06,2.3
818,591,55,1,29.83,9.4
819,592,34,1,75.28,3.9
820,593,56,1,59.16,8.6
821,594,30,1,29.82,1.4
822,594,48,1,52.97,4.5
823,595,43,1,18.02,0.0
824,595,19,1,31.7,3.8
825,596,61,1,82.81,8.4
826,597,37,2,98.86,8.5
827,597,56,1,62.91,2.8
828,598,18,1,64.22,2.6
829,598,28,1,103.14,5.6
830,599,42,1,101.0,0.5
831,599,31,1,85.53,10.3
832,600,16,1,107.77,10.5
833,600,11,1,93.87,7.9
834,601,28,1,109.29,0.0
835,602,11,1,101.87,0.0
836,603,32,2,91.06,0.0
837,604,66,1,42.98,0.0
838,605,54,1,62.49,4.7
839,605,7,1,88.07,14.2
840,606,61,1,90.36,0.0
841,607,46,1,36.33,4.4
842,608,64,2,50.33,0.0
843,609,35,1,21.17,0.0
844,610,55,1,32.94,0.0
845,610,62,1,26.71,1.6
846,611,1,1,105.12,1.3
847,611,27,1,115.72,0.0
848,612,17,1,48.85,9.3
849,612,18,1,60.97,7.5
850,612,25,1,81.76,5.9
851,613,13,1,94.45,4.3
852,613,55,1,30.87,6.3
853,614,17,1,47.57,11.7
854,615,63,1,22.82,0.0
855,616,37,1,103.5,4.3
856,617,39,1,53.32,3.0
857,618,38,1,20.95,9.4
858,619,18,1,65.9,0.0
859,619,56,1,63.43,2.0
860,620,38,1,22.87,1.1
861,620,43,3,18.02,0.0
862,621,62,1,23.82,12.3
863,622,8,1,59.38,7.1
864,623,28,2,102.33,6.4
865,624,1,1,106.5,0.0
866,625,43,1,17.05,5.4
867,626,55,1,30.37,7.8
868,626,27,1,111.7,3.5
869,626,5,1,32.48,0.0
870,627,42,2,87.99,13.3
871,628,5,1,31.95,1.6
