order_id,customer_id,employee_id,order_date,channel
221,407,,2025-02-01,Organic Search
222,274,,2025-02-01,Email
223,730,13,2025-02-01,Organic Search
224,447,7,2025-02-01,Meta Ads
225,274,,2025-02-01,Organic Search
226,729,7,2025-02-01,Organic Search
227,286,16,2025-02-01,Email
228,306,,2025-02-02,Organic Search
229,736,13,2025-02-02,Google Ads
230,299,14,2025-02-02,Referral
231,448,16,2025-02-02,Email
232,1,23,2025-02-02,Email
233,317,,2025-02-02,Google Ads
234,81,19,2025-02-03,Google Ads
235,460,6,2025-02-03,Organic Search
236,451,6,2025-02-03,Email
237,813,,2025-02-03,Google Ads
238,383,9,2025-02-03,Affiliate
239,533,,2025-02-03,Email
240,81,17,2025-02-04,Email
241,298,10,2025-02-04,Referral
242,359,,2025-02-04,Referral
243,559,18,2025-02-04,Email
244,371,22,2025-02-05,Email
245,392,24,2025-02-05,Referral
246,563,21,2025-02-05,Meta Ads
247,230,16,2025-02-05,Organic Search
248,451,9,2025-02-05,Affiliate
249,63,,2025-02-05,Affiliate
250,139,16,2025-02-05,Meta Ads
251,357,7,2025-02-06,Affiliate
252,552,,2025-02-06,Referral
253,447,7,2025-02-06,Affiliate
254,721,10,2025-02-06,Meta Ads
255,843,20,2025-02-06,Email
256,676,13,2025-02-06,Google Ads
257,25,,2025-02-06,Email
258,136,,2025-02-06,Meta Ads
259,311,,2025-02-07,Affiliate
260,585,14,2025-02-07,Organic Search
261,748,,2025-02-07,Organic Search
262,61,20,2025-02-08,Referral
263,137,14,2025-02-08,Email
264,386,16,2025-02-08,Meta Ads
265,78,9,2025-02-09,Affiliate
266,843,20,2025-02-09,Referral
267,728,,2025-02-09,Email
268,465,,2025-02-09,Organic Search
269,780,18,2025-02-09,Meta Ads
270,370,18,2025-02-09,Affiliate
271,56,,2025-02-09,Meta Ads
272,648,6,2025-02-10,Organic Search
273,536,,2025-02-10,Affiliate
274,136,,2025-02-11,Referral
275,646,8,2025-02-11,Organic Search
276,257,20,2025-02-11,Email
277,58,12,2025-02-11,Affiliate
278,401,,2025-02-11,Google Ads
279,439,22,2025-02-11,Google Ads
280,581,,2025-02-11,Affiliate
281,514,23,2025-02-12,Referral
282,324,,2025-02-12,Referral
283,556,,2025-02-12,Email
284,346,7,2025-02-12,Meta Ads
285,785,,2025-02-12,Referral
286,245,24,2025-02-13,Organic Search
287,22,14,2025-02-13,Referral
288,96,13,2025-02-13,Affiliate
289,543,17,2025-02-13,Affiliate
290,603,14,2025-02-13,Google Ads
291,554,,2025-02-13,Organic Search
292,858,,2025-02-13,Affiliate
293,660,,2025-02-13,Meta Ads
294,591,,2025-02-14,Meta Ads
295,582,13,2025-02-14,Organic Search
296,548,20,2025-02-14,Affiliate
297,53,,2025-02-14,Email
298,579,,2025-02-14,Organic Search
299,481,20,2025-02-14,Meta Ads
300,323,19,2025-02-15,Affiliate
301,527,,2025-02-15,Meta Ads
302,761,,2025-02-15,Google Ads
303,749,21,2025-02-15,Meta Ads
304,640,8,2025-02-15,Email
305,216,,2025-02-15,Email
306,291,14,2025-02-15,Google Ads
307,648,6,2025-02-15,Meta Ads
308,703,7,2025-02-15,Referral
309,150,,2025-02-16,Google Ads
310,760,8,2025-02-16,Email
311,340,13,2025-02-16,Email
312,175,20,2025-02-16,Meta Ads
313,149,21,2025-02-16,Organic Search
314,343,,2025-02-16,Meta Ads
315,83,,2025-02-16,Meta Ads
316,713,22,2025-02-16,Referral
317,603,14,2025-02-17,Affiliate
318,611,,2025-02-17,Referral
319,164,14,2025-02-17,Email
320,171,,2025-02-17,Referral
321,843,20,2025-02-17,Organic Search
322,506,7,2025-02-17,Referral
323,341,8,2025-02-17,Referral
324,77,13,2025-02-17,Meta Ads
325,520,25,2025-02-18,Organic Search
326,743,7,2025-02-18,Email
327,732,,2025-02-18,Referral
328,396,,2025-02-18,Google Ads
329,666,10,2025-02-19,Organic Search
330,18,,2025-02-19,Affiliate
331,157,24,2025-02-19,Google Ads
332,244,6,2025-02-20,Affiliate
333,120,,2025-02-20,Organic Search
334,128,,2025-02-20,Affiliate
335,58,11,2025-02-20,Meta Ads
336,546,,2025-02-20,Affiliate
337,322,11,2025-02-20,Affiliate
338,577,,2025-02-20,Referral
339,250,20,2025-02-20,Referral
340,852,6,2025-02-21,Referral
341,147,,2025-02-21,Organic Search
342,635,8,2025-02-21,Organic Search
343,308,,2025-02-21,Referral
344,788,,2025-02-21,Meta Ads
345,172,23,2025-02-21,Organic Search
346,28,23,2025-02-22,Referral
347,401,23,2025-02-22,Meta Ads
348,527,,2025-02-22,Referral
349,281,7,2025-02-22,Meta Ads
350,510,12,2025-02-22,Meta Ads
351,677,6,2025-02-22,Meta Ads
352,267,16,2025-02-22,Email
353,48,17,2025-02-22,Affiliate
354,679,11,2025-02-22,Google Ads
355,858,,2025-02-22,Email
356,283,12,2025-02-22,Meta Ads
357,416,,2025-02-22,Meta Ads
358,516,7,2025-02-23,Referral
359,314,24,2025-02-23,Referral
360,396,,2025-02-23,Organic Search
361,459,,2025-02-23,Email
362,104,9,2025-02-23,Email
363,541,16,2025-02-23,Referral
364,508,13,2025-02-24,Google Ads
365,794,,2025-02-24,Organic Search
366,77,,2025-02-24,Organic Search
367,643,8,2025-02-24,Organic Search
368,466,17,2025-02-24,Google Ads
369,126,,2025-02-24,Affiliate
370,107,17,2025-02-24,Google Ads
371,438,,2025-02-24,Meta Ads
372,320,14,2025-02-24,Organic Search
373,261,10,2025-02-24,Google Ads
374,490,,2025-02-24,Referral
375,836,,2025-02-24,Referral
376,719,,2025-02-25,Organic Search
377,681,24,2025-02-25,Email
378,474,,2025-02-25,Google Ads
379,473,6,2025-02-25,Referral
380,383,9,2025-02-25,Email
381,50,20,2025-02-26,Affiliate
382,860,14,2025-02-26,Email
383,480,16,2025-02-26,Organic Search
384,72,20,2025-02-26,Referral
385,749,23,2025-02-26,Affiliate
386,387,,2025-02-26,Meta Ads
387,10,17,2025-02-26,Organic Search
388,406,,2025-02-26,Email
389,255,21,2025-02-27,Meta Ads
390,214,22,2025-02-27,Referral
391,735,7,2025-02-27,Referral
392,385,21,2025-02-28,Meta Ads
393,679,15,2025-02-28,Organic Search
394,449,,2025-02-28,Affiliate
395,565,,2025-02-28,Meta Ads
396,33,20,2025-02-28,Email
397,242,7,2025-02-28,Google Ads
398,743,,2025-02-28,Referral
399,685,,2025-02-28,Organic Search
400,457,14,2025-03-01,Google Ads
401,254,23,2025-03-01,Affiliate
402,240,21,2025-03-02,Meta Ads
403,644,,2025-03-02,Email
404,236,25,2025-03-02,Email
405,595,9,2025-03-02,Affiliate
406,418,,2025-03-02,Email
407,322,11,2025-03-02,Meta Ads
408,215,20,2025-03-02,Affiliate
409,433,12,2025-03-02,Referral
410,269,6,2025-03-02,Affiliate
411,17,15,2025-03-02,Organic Search
412,650,,2025-03-03,Organic Search
413,76,23,2025-03-03,Organic Search
414,396,,2025-03-03,Organic Search
415,757,20,2025-03-03,Referral
416,422,,2025-03-03,Referral
417,754,24,2025-03-03,Referral
418,301,,2025-03-04,Affiliate
419,418,,2025-03-04,Referral
420,313,22,2025-03-04,Affiliate
421,149,23,2025-03-04,Google Ads
422,168,25,2025-03-04,Organic Search
423,165,13,2025-03-04,Referral
424,760,10,2025-03-04,Meta Ads
425,446,,2025-03-05,Affiliate
426,159,,2025-03-05,Google Ads
427,336,,2025-03-05,Affiliate
428,242,7,2025-03-05,Google Ads
429,695,16,2025-03-05,Organic Search
430,414,,2025-03-05,Affiliate
431,853,8,2025-03-06,Referral
432,260,,2025-03-06,Meta Ads
433,831,14,2025-03-06,Referral
434,861,13,2025-03-06,Google Ads
435,259,,2025-03-06,Email
436,211,7,2025-03-06,Google Ads
437,28,25,2025-03-06,Meta Ads
438,434,13,2025-03-06,Affiliate
439,426,13,2025-03-06,Meta Ads
440,526,7,2025-03-06,Email
441,26,,2025-03-07,Referral
442,502,,2025-03-07,Organic Search
443,367,10,2025-03-07,Affiliate
444,255,23,2025-03-07,Referral
445,108,,2025-03-07,Meta Ads
446,789,7,2025-03-07,Meta Ads
447,199,,2025-03-07,Referral
448,485,15,2025-03-08,Google Ads
449,522,,2025-03-08,Google Ads
450,389,16,2025-03-08,Organic Search
451,5,22,2025-03-08,Meta Ads
452,115,,2025-03-08,Google Ads
453,653,8,2025-03-08,Affiliate
454,661,9,2025-03-08,Email
455,604,,2025-03-09,Organic Search
456,105,14,2025-03-09,Email
457,711,10,2025-03-09,Meta Ads
458,639,19,2025-03-09,Meta Ads
459,447,7,2025-03-09,Email
460,704,20,2025-03-09,Email
461,241,20,2025-03-09,Email
462,200,,2025-03-10,Organic Search
463,674,6,2025-03-10,Referral
464,524,14,2025-03-10,Google Ads
465,753,,2025-03-10,Meta Ads
466,835,7,2025-03-10,Referral
467,589,14,2025-03-10,Referral
468,156,21,2025-03-10,Email
469,576,,2025-03-10,Affiliate
470,854,16,2025-03-10,Google Ads
471,197,,2025-03-11,Organic Search
472,326,16,2025-03-11,Referral
473,490,16,2025-03-11,Meta Ads
474,86,25,2025-03-11,Meta Ads
475,576,8,2025-03-11,Organic Search
476,159,,2025-03-11,Meta Ads
477,594,16,2025-03-11,Google Ads
478,133,22,2025-03-12,Organic Search
479,196,,2025-03-12,Google Ads
480,323,18,2025-03-12,Referral
481,137,14,2025-03-12,Email
482,537,22,2025-03-12,Meta Ads
483,559,19,2025-03-12,Meta Ads
484,564,,2025-03-13,Google Ads
485,502,,2025-03-13,Email
486,565,,2025-03-13,Email
487,590,,2025-03-13,Google Ads
488,237,,2025-03-13,Referral
489,631,20,2025-03-13,Google Ads
490,730,13,2025-03-13,Affiliate
491,355,14,2025-03-14,Affiliate
492,329,14,2025-03-14,Affiliate
493,756,25,2025-03-14,Organic Search
494,518,23,2025-03-14,Google Ads
495,287,18,2025-03-14,Referral
496,572,,2025-03-14,Google Ads
497,717,12,2025-03-15,Email
498,78,6,2025-03-15,Affiliate
499,49,,2025-03-15,Referral
500,19,,2025-03-16,Organic Search
501,62,16,2025-03-16,Referral
502,52,22,2025-03-16,Google Ads
503,278,,2025-03-16,Organic Search
504,768,25,2025-03-16,Meta Ads
505,724,,2025-03-16,Referral
506,493,11,2025-03-16,Meta Ads
507,256,7,2025-03-16,Referral
508,690,7,2025-03-16,Referral
509,232,,2025-03-16,Organic Search
510,789,7,2025-03-16,Organic Search
511,803,8,2025-03-16,Google Ads
512,712,8,2025-03-16,Google Ads
513,300,10,2025-03-17,Meta Ads
514,27,,2025-03-17,Affiliate
515,150,,2025-03-17,Meta Ads
516,322,12,2025-03-17,Affiliate
517,244,9,2025-03-17,Referral
518,103,20,2025-03-17,Meta Ads
519,645,,2025-03-17,Referral
520,189,16,2025-03-17,Organic Search
521,391,22,2025-03-18,Google Ads
522,328,12,2025-03-18,Organic Search
523,463,,2025-03-18,Referral
524,790,6,2025-03-18,Organic Search
525,421,6,2025-03-18,Google Ads
526,716,13,2025-03-18,Meta Ads
527,812,8,2025-03-18,Meta Ads
528,305,,2025-03-18,Referral
529,44,16,2025-03-18,Google Ads
530,109,22,2025-03-18,Meta Ads
531,388,7,2025-03-18,Email
532,356,9,2025-03-19,Google Ads
533,318,,2025-03-19,Referral
534,342,17,2025-03-19,Email
535,25,7,2025-03-19,Referral
536,285,9,2025-03-19,Organic Search
537,645,18,2025-03-20,Affiliate
538,57,,2025-03-20,Meta Ads
539,770,10,2025-03-20,Google Ads
540,86,21,2025-03-20,Google Ads
541,211,7,2025-03-20,Organic Search
542,179,,2025-03-20,Organic Search
543,157,24,2025-03-21,Referral
544,32,20,2025-03-21,Referral
545,720,,2025-03-21,Meta Ads
546,787,14,2025-03-21,Meta Ads
547,846,,2025-03-21,Organic Search
548,506,,2025-03-21,Google Ads
549,332,,2025-03-21,Meta Ads
550,20,22,2025-03-21,Affiliate
551,107,,2025-03-21,Email
552,712,10,2025-03-21,Referral
553,153,20,2025-03-22,Meta Ads
554,467,,2025-03-22,Email
555,76,23,2025-03-22,Google Ads
556,737,23,2025-03-22,Meta Ads
557,258,20,2025-03-22,Referral
558,232,,2025-03-22,Google Ads
559,631,,2025-03-23,Referral
560,30,20,2025-03-23,Email
561,174,,2025-03-23,Affiliate
562,409,18,2025-03-23,Email
563,794,21,2025-03-23,Organic Search
564,117,24,2025-03-23,Meta Ads
565,284,7,2025-03-23,Affiliate
566,577,,2025-03-24,Referral
567,611,,2025-03-24,Referral
568,440,22,2025-03-24,Affiliate
569,381,,2025-03-24,Google Ads
570,561,,2025-03-24,Organic Search
571,260,,2025-03-24,Meta Ads
572,526,7,2025-03-24,Affiliate
573,795,,2025-03-25,Referral
574,844,,2025-03-25,Meta Ads
575,719,,2025-03-25,Google Ads
576,396,,2025-03-25,Referral
577,291,14,2025-03-26,Affiliate
578,554,,2025-03-26,Organic Search
579,1,25,2025-03-26,Email
580,697,,2025-03-26,Affiliate
581,514,25,2025-03-26,Email
582,55,,2025-03-27,Google Ads
583,836,14,2025-03-27,Affiliate
584,745,,2025-03-27,Google Ads
585,675,23,2025-03-27,Affiliate
586,401,25,2025-03-27,Email
587,84,18,2025-03-27,Referral
588,560,13,2025-03-27,Google Ads
589,287,17,2025-03-27,Referral
590,548,20,2025-03-27,Email
591,86,25,2025-03-27,Affiliate
592,154,13,2025-03-27,Google Ads
593,129,13,2025-03-28,Affiliate
594,590,11,2025-03-28,Affiliate
595,413,,2025-03-28,Affiliate
596,799,13,2025-03-28,Meta Ads
597,661,,2025-03-28,Meta Ads
598,131,,2025-03-28,Email
599,592,24,2025-03-28,Organic Search
600,178,,2025-03-28,Email
601,196,10,2025-03-28,Referral
602,603,14,2025-03-29,Meta Ads
603,167,,2025-03-29,Organic Search
604,325,6,2025-03-29,Email
605,274,,2025-03-29,Google Ads
606,111,24,2025-03-29,Google Ads
607,410,,2025-03-29,Referral
608,418,,2025-03-30,Organic Search
609,395,,2025-03-30,Affiliate
610,73,8,2025-03-30,Meta Ads
611,196,8,2025-03-30,Google Ads
612,118,9,2025-03-30,Email
613,137,14,2025-03-30,Organic Search
614,725,25,2025-03-30,Referral
615,455,6,2025-03-31,Referral
616,769,22,2025-03-31,Google Ads
617,310,,2025-03-31,Google Ads
618,387,,2025-03-31,Google Ads
619,600,,2025-03-31,Email
620,715,,2025-03-31,Google Ads
621,525,16,2025-03-31,Meta Ads
622,430,,2025-03-31,Affiliate
623,26,,2025-04-01,Referral
624,709,12,2025-04-01,Organic Search
625,793,15,2025-04-01,Meta Ads
626,167,,2025-04-01,Referral
627,284,7,2025-04-01,Google Ads
628,718,22,2025-04-02,Affiliate
629,247,,2025-04-02,Affiliate
630,780,,2025-04-02,Meta Ads
631,428,,2025-04-02,Referral
632,483,12,2025-04-02,Affiliate
633,813,14,2025-04-02,Google Ads
634,108,,2025-04-02,Referral
635,132,12,2025-04-02,Organic Search
636,435,15,2025-04-02,Referral
637,813,14,2025-04-03,Email
638,851,24,2025-04-03,Email
639,622,7,2025-04-03,Organic Search
640,47,14,2025-04-03,Organic Search
641,444,,2025-04-03,Email
642,244,9,2025-04-03,Affiliate
643,544,,2025-04-03,Affiliate
644,223,,2025-04-03,Google Ads
645,198,,2025-04-04,Meta Ads
646,760,,2025-04-04,Affiliate
647,86,,2025-04-04,Affiliate
648,704,20,2025-04-04,Meta Ads
649,304,7,2025-04-04,Referral
650,280,14,2025-04-04,Google Ads
651,666,8,2025-04-04,Affiliate
652,198,,2025-04-04,Meta Ads
653,90,13,2025-04-04,Affiliate
654,353,,2025-04-04,Referral
655,763,10,2025-04-05,Email
656,210,,2025-04-05,Organic Search
657,385,25,2025-04-05,Email
658,195,,2025-04-05,Meta Ads
659,613,,2025-04-06,Email
660,549,,2025-04-06,Referral
661,2,14,2025-04-06,Organic Search
662,647,13,2025-04-06,Affiliate
663,699,,2025-04-06,Referral
664,758,15,2025-04-06,Meta Ads
665,628,,2025-04-06,Google Ads
666,820,7,2025-04-07,Email
667,71,,2025-04-07,Referral
668,377,,2025-04-07,Meta Ads
669,229,9,2025-04-07,Referral
670,221,8,2025-04-07,Google Ads
671,749,25,2025-04-07,Meta Ads
672,455,9,2025-04-07,Email
673,508,13,2025-04-08,Email
674,840,17,2025-04-08,Organic Search
675,852,9,2025-04-08,Email
676,648,9,2025-04-08,Meta Ads
677,607,,2025-04-08,Affiliate
678,550,16,2025-04-09,Referral
679,385,21,2025-04-09,Affiliate
680,422,16,2025-04-09,Google Ads
681,831,14,2025-04-09,Google Ads
682,1,21,2025-04-10,Meta Ads
683,774,18,2025-04-10,Affiliate
684,734,,2025-04-10,Meta Ads
685,81,17,2025-04-10,Affiliate
686,440,,2025-04-10,Referral
687,126,,2025-04-10,Affiliate
688,368,24,2025-04-11,Email
689,65,8,2025-04-11,Organic Search
690,690,,2025-04-11,Meta Ads
691,666,10,2025-04-11,Organic Search
692,609,10,2025-04-11,Google Ads
693,457,,2025-04-11,Organic Search
694,133,24,2025-04-11,Affiliate
695,3,,2025-04-11,Referral
696,676,13,2025-04-11,Meta Ads
697,441,,2025-04-11,Meta Ads
698,671,,2025-04-11,Google Ads
699,842,20,2025-04-11,Email
700,470,7,2025-04-11,Organic Search
701,816,20,2025-04-11,Referral
702,77,13,2025-04-11,Referral
703,831,14,2025-04-11,Organic Search
704,673,14,2025-04-12,Affiliate
705,213,,2025-04-12,Meta Ads
706,260,,2025-04-12,Referral
707,853,8,2025-04-12,Meta Ads
708,211,7,2025-04-12,Google Ads
709,508,13,2025-04-12,Meta Ads
710,682,14,2025-04-12,Affiliate
711,40,7,2025-04-13,Affiliate
712,319,16,2025-04-13,Affiliate
713,768,21,2025-04-13,Referral
714,239,23,2025-04-13,Email
715,102,14,2025-04-13,Google Ads
716,136,,2025-04-14,Google Ads
717,28,21,2025-04-14,Meta Ads
718,759,11,2025-04-14,Referral
719,14,14,2025-04-14,Google Ads
720,734,,2025-04-14,Google Ads
721,644,,2025-04-14,Affiliate
722,801,,2025-04-14,Referral
723,156,25,2025-04-14,Affiliate
724,812,10,2025-04-14,Email
725,134,,2025-04-14,Google Ads
726,237,14,2025-04-15,Organic Search
727,555,,2025-04-15,Affiliate
728,21,,2025-04-15,Google Ads
729,811,13,2025-04-15,Referral
730,470,7,2025-04-15,Google Ads
731,542,20,2025-04-15,Referral
732,90,,2025-04-15,Referral
733,101,,2025-04-15,Referral
734,106,13,2025-04-16,Organic Search
735,495,,2025-04-16,Affiliate
736,536,,2025-04-16,Affiliate
737,318,,2025-04-16,Affiliate
738,788,,2025-04-16,Email
739,502,,2025-04-17,Meta Ads
740,676,13,2025-04-17,Google Ads
741,164,14,2025-04-17,Affiliate
742,237,14,2025-04-17,Affiliate
743,98,18,2025-04-17,Referral
744,798,16,2025-04-17,Meta Ads
745,771,14,2025-04-17,Affiliate
746,516,7,2025-04-17,Google Ads
747,581,,2025-04-17,Meta Ads
748,198,,2025-04-18,Email
749,792,,2025-04-18,Meta Ads
750,586,,2025-04-18,Referral
751,818,15,2025-04-19,Email
752,691,13,2025-04-19,Meta Ads
753,683,23,2025-04-19,Google Ads
754,734,,2025-04-19,Affiliate
755,99,20,2025-04-19,Affiliate
756,739,,2025-04-19,Email
757,676,13,2025-04-19,Meta Ads
758,379,,2025-04-20,Meta Ads
759,246,14,2025-04-20,Meta Ads
760,41,6,2025-04-20,Email
761,587,10,2025-04-20,Affiliate
762,507,18,2025-04-20,Affiliate
763,469,,2025-04-20,Google Ads
764,683,23,2025-04-20,Organic Search
765,535,,2025-04-21,Affiliate
766,77,13,2025-04-21,Affiliate
767,708,24,2025-04-21,Meta Ads
768,699,,2025-04-21,Google Ads
769,462,,2025-04-21,Organic Search
770,448,,2025-04-21,Google Ads
771,190,,2025-04-21,Affiliate
772,628,,2025-04-21,Referral
773,601,14,2025-04-22,Organic Search
774,188,6,2025-04-22,Organic Search
775,68,18,2025-04-22,Email
776,833,14,2025-04-22,Meta Ads
777,156,23,2025-04-22,Meta Ads
